5 932 1246
5 594 368
5 580 1261
5 1564 1341
5 3032 3476
5 1614 368
5 1564 3047
5 1575 1517
5 1067 368
5 1454 594
5 2652 806
5 1134 399
5 1742 3278
5 1614 1619
5 16 1143
5 3073 806
5 594 1143
5 3476 806
5 1261 1341
5 310 2652
5 2079 368
5 1619 3221
5 736 1486
5 1341 3221
5 1614 1733
5 2558 760
5 852 1143
5 1986 3278
5 736 1134
5 217 860
5 1067 1619
5 690 3278
5 736 1517
5 2103 1143
5 310 1143
5 580 3476
6 858 2958
6 3024 1575
6 1833 2461
6 2063 1159
6 952 2587
6 3220 3682
6 2013 2979
6 2668 3249
6 1195 1823
6 2013 1830
6 952 2958
6 1833 1830
6 952 2786
6 2244 1159
6 1901 2749
6 2587 1911
6 242 2749
6 3249 1395
6 2973 1575
6 2244 2880
6 3121 3249
6 3121 2973
6 2013 2129
6 1839 2749
6 1109 2958
6 242 2958
6 2013 2461
6 952 3024
6 584 2979
6 242 1575
6 3249 1944
6 1920 3024
6 952 1944
6 1925 1944
6 2668 2103
6 2668 1957
6 961 2979
6 2666 2749
6 2786 2749
6 1833 2666
6 2103 1944
6 2103 1575
6 952 948
6 952 2103
6 1839 2186
6 1920 2786
6 2668 2461
6 1925 1957
6 2973 1395
6 254 2304
7 2701 2115
7 584 2314
7 1744 336
7 1929 2506
7 1896 3319
7 580 422
7 1896 2314
7 87 2314
7 1337 2314
7 1896 2115
7 2137 1216
7 1564 2133
7 225 2886
7 2558 2701
7 1896 2163
7 1216 2966
7 742 3026
7 324 1337
7 1153 3026
7 1060 225
7 225 2314
7 1060 2133
7 1594 2239
7 2931 573
7 107 742
7 1564 324
7 2133 3026
7 1153 584
7 1383 3026
7 530 87
7 1168 3267
7 2129 742
7 530 2115
7 530 1168
7 2239 2314
7 2711 47
7 3187 3267
7 3032 573
7 87 1594
7 2711 2481
7 1929 336
7 1197 2701
7 2962 1337
7 2481 422
7 1197 1337
7 1060 2966
7 530 467
7 47 1446
7 336 2115
7 2711 2163
8 1866 2823
8 1168 2665
8 1235 340
8 1107 3046
8 467 444
8 1955 1826
8 254 539
8 1235 1955
8 320 1788
8 320 340
8 2178 1955
8 254 628
8 514 2439
8 467 1341
8 1235 2
8 467 2415
8 580 1127
8 1107 1421
8 107 371
8 107 539
8 2178 3186
8 580 983
8 107 983
8 254 2618
8 340 444
8 738 1827
8 1107 2415
8 254 2439
8 408 1576
8 288 10
8 1421 1479
8 254 421
8 580 340
8 1421 2823
8 50 10
8 320 539
8 1421 2618
8 1109 1866
8 2427 945
8 1107 148
8 580 1955
8 320 1479
8 254 1788
8 50 421
8 1107 1788
8 254 2178
8 1341 1826
8 1168 2618
8 580 2618
8 408 340
9 3342 1298
9 1107 1456
9 2508 1450
9 292 1456
9 3384 1706
9 310 3384
9 3384 2786
9 2385 2786
9 2962 1619
9 1298 2498
9 1272 746
9 3342 1619
9 1272 738
9 1849 3384
9 3178 2498
9 2385 2129
9 1537 2498
9 292 3330
9 3178 1706
9 2558 1706
9 2890 2129
9 2893 3330
9 2508 1706
9 2293 738
9 1946 738
9 3342 1272
9 1021 2566
9 2709 3330
9 1493 1704
9 1272 1456
9 1272 1450
9 358 2890
9 781 1456
9 2293 2498
9 2962 1946
9 1107 2498
9 2962 2498
9 1849 2508
9 292 2235
9 1946 2786
9 1107 1450
9 1822 1450
9 1298 3330
9 1298 1704
9 2893 1372
9 1272 2508
9 2890 1450
9 358 1704
9 1121 2129
9 2962 2786
10 3342 483
10 347 738
10 310 75
10 2932 483
10 1092 3398
10 1517 2401
10 690 1124
10 690 738
10 3463 2402
10 853 1937
10 853 1830
10 3342 2941
10 2959 2402
10 415 3463
10 310 490
10 690 1936
10 1210 1124
10 1111 3225
10 1866 1325
10 415 1325
10 2933 2402
10 3342 1111
10 1149 1730
10 310 3187
10 1149 320
10 2933 1960
10 157 2401
10 3187 3225
10 1210 1111
10 347 3385
10 217 2466
10 1092 2348
10 415 3225
10 310 738
10 853 2462
10 217 483
10 738 2412
10 2959 3225
10 1149 3225
10 2959 1582
10 310 1830
10 1866 3108
10 1517 2932
10 853 3463
10 1325 3398
10 853 1111
10 1092 3225
10 3342 1051
10 690 1937
10 157 2412
11 582 583
11 1925 949
11 860 1920
11 860 949
11 34 1822
11 969 2531
11 1562 539
11 1874 2603
11 2144 305
11 1118 1777
11 860 1476
11 1503 2603
11 1562 2603
11 3463 1476
11 305 3464
11 969 3034
11 2100 3032
11 3551 163
11 2144 1476
11 1289 2416
11 1777 163
11 1960 1874
11 583 941
11 2652 3032
11 3463 3457
11 736 1518
11 1925 1874
11 280 3464
11 3551 969
11 2652 633
11 3032 949
11 1118 1518
11 1289 2531
11 1547 1874
11 107 1822
11 1200 1920
11 842 969
11 1507 1562
11 582 3034
11 582 2059
11 1307 163
11 2144 1777
11 842 1739
11 3551 1960
11 280 2416
11 1507 1925
11 462 3034
11 1925 1822
11 1547 1289
11 1925 3034
12 1259 2263
12 1105 2959
12 1117 1732
12 2776 2446
12 3041 359
12 2174 2506
12 581 392
12 3319 2146
12 2174 2959
12 320 582
12 1905 1125
12 1107 3295
12 1225 2446
12 3278 1225
12 1216 2378
12 3295 3319
12 1179 2994
12 320 1546
12 1289 2378
12 1477 359
12 1117 581
12 2496 2378
12 2506 2146
12 1289 359
12 2635 1546
12 1289 1905
12 1259 2439
12 3041 2439
12 3041 3460
12 1179 2174
12 1179 2496
12 1259 359
12 1905 3460
12 371 1795
12 1179 1125
12 2958 1477
12 1259 1732
12 2776 2452
12 1782 3702
12 2994 2452
12 1782 2161
12 1187 2174
12 1105 1884
12 2635 1125
12 1179 2452
12 2635 1277
12 320 2439
12 1546 2452
12 1225 1125
12 1117 2146
13 770 203
13 1004 203
13 1116 203
13 1959 1738
13 1983 467
13 2013 2286
13 982 467
13 1815 1004
13 47 421
13 2286 3303
13 2652 1815
13 650 1983
13 1815 225
13 3158 2898
13 2652 3207
13 2221 703
13 1149 2415
13 1959 203
13 770 2083
13 1149 1983
13 2945 703
13 421 3591
13 2652 1116
13 1594 2221
13 225 1624
13 3457 1624
13 1928 1738
13 93 421
13 225 203
13 93 304
13 1004 1624
13 3342 1892
13 47 225
13 1884 2221
13 2013 2083
13 421 579
13 1815 3158
13 2591 225
13 1149 2286
13 3303 2415
13 93 1624
13 1261 1624
13 2286 3591
13 1983 180
13 770 304
13 2013 3207
13 1892 1983
13 1815 3591
13 982 3207
13 2221 2083
14 1215 3275
14 1385 2666
14 972 3271
14 972 3130
14 1874 3275
14 2652 2070
14 75 1826
14 1538 1826
14 1259 2763
14 972 2130
14 1554 709
14 3318 1538
14 3457 157
14 358 2064
14 1215 2856
14 2070 1826
14 1306 1911
14 972 538
14 1874 2130
14 972 358
14 3385 1826
14 2856 156
14 650 156
14 2489 3275
14 538 2064
14 1554 1938
14 2522 3318
14 1176 3130
14 1215 311
14 1132 2064
14 2856 1306
14 1446 650
14 811 2666
14 288 2856
14 1176 311
14 1874 311
14 1215 2401
14 2557 156
14 2652 157
14 3385 156
14 1176 2079
14 1554 1306
14 2652 3275
14 3130 156
14 2522 650
14 1407 1826
14 538 709
14 2652 1826
14 2522 2064
14 156 1911
15 2456 363
15 1108 1786
15 1952 363
15 1822 260
15 1179 1575
15 1216 2914
15 1197 2214
15 594 572
15 2054 1822
15 1501 2232
15 594 1136
15 254 1136
15 1174 203
15 2889 1822
15 1296 1622
15 2054 203
15 594 363
15 3217 2160
15 2204 1786
15 1172 2587
15 2059 1575
15 170 1822
15 1172 1501
15 1789 1844
15 2776 2232
15 1216 1622
15 1789 572
15 2470 260
15 1622 260
15 3217 2232
15 170 526
15 1501 260
15 859 255
15 254 2470
15 1197 1174
15 1789 2232
15 572 1622
15 3239 203
15 1197 1844
15 1789 1575
15 255 203
15 859 170
15 859 2214
15 2776 1786
15 1172 1200
15 526 203
15 2214 1786
15 3217 1337
15 1296 1822
15 1172 255
16 2475 2163
16 145 1914
16 1278 2508
16 3551 2163
16 3551 422
16 533 2378
16 217 3342
16 2959 320
16 575 1703
16 1564 107
16 1121 1289
16 254 1053
16 3511 1289
16 2427 3342
16 422 1654
16 2309 1697
16 2941 320
16 1116 3551
16 1833 1697
16 3511 575
16 1564 3435
16 2481 575
16 533 3435
16 2512 1450
16 1107 1703
16 2309 1540
16 2475 1697
16 1540 2959
16 2475 1503
16 2309 2959
16 1540 1654
16 1121 575
16 1179 738
16 1450 1697
16 1540 1703
16 1564 2481
16 1914 320
16 2776 2481
16 1446 2163
16 1446 2508
16 2941 3551
16 1107 2481
16 254 1540
16 2508 575
16 2512 1703
16 1503 2600
16 2941 1503
16 1832 2163
16 1446 107
16 1832 575
17 2883 3046
17 2941 3375
17 3346 1200
17 156 2163
17 2215 2200
17 3346 2163
17 2214 3462
17 1542 3462
17 48 2746
17 2941 2594
17 3346 1463
17 16 781
17 16 261
17 1463 505
17 516 505
17 1778 1862
17 427 261
17 595 3462
17 3274 1508
17 2215 2058
17 3032 2594
17 2941 2215
17 1194 3134
17 399 1194
17 591 3462
17 1463 3462
17 48 261
17 1013 2058
17 3032 2058
17 399 1200
17 3210 1021
17 2976 3319
17 3274 3032
17 1542 1194
17 399 3062
17 355 2200
17 2976 3032
17 355 2746
17 3375 781
17 2214 437
17 467 2228
17 1021 3462
17 576 261
17 1013 3319
17 2228 781
17 355 598
17 2976 1778
17 1463 3134
17 2215 3062
17 1013 1778
18 2006 1128
18 2786 1824
18 848 1191
18 803 2098
18 870 1191
18 1060 856
18 1174 2776
18 1203 1486
18 3442 1486
18 803 1486
18 1486 1824
18 1818 1920
18 1157 2776
18 848 2824
18 2786 2098
18 1161 1004
18 1060 1004
18 1109 1824
18 528 2776
18 2824 1174
18 1147 2
18 3489 1128
18 856 2
18 1109 2824
18 3204 310
18 895 1004
18 1115 2858
18 3237 2
18 1161 1100
18 1147 1191
18 2006 1100
18 848 1486
18 866 1920
18 1159 1128
18 1203 862
18 2006 2858
18 1147 1486
18 852 2776
18 803 856
18 1109 1818
18 1109 2858
18 852 310
18 862 1920
18 1026 1191
18 895 1920
18 1171 1100
18 1161 1826
18 1171 1174
18 856 2858
18 3442 1128
19 1108 32
19 842 2375
19 32 1832
19 2375 2886
19 2652 580
19 1092 348
19 838 32
19 1187 2702
19 1121 1119
19 842 3108
19 736 1119
19 1200 2675
19 2129 2675
19 1777 1119
19 1841 1105
19 1109 1200
19 1125 736
19 1121 1289
19 1060 2593
19 2702 348
19 1744 1832
19 1108 1060
19 1125 1289
19 838 1832
19 794 2789
19 2558 1026
19 1121 1595
19 2204 1595
19 1415 467
19 1415 2593
19 2652 47
19 842 1841
19 1125 2059
19 1415 1595
19 2204 2789
19 1187 2786
19 1186 2789
19 846 1
19 1180 1744
19 1121 2558
19 736 1832
19 1109 1744
19 2059 1211
19 1200 47
19 2558 1211
19 1595 1832
19 1092 2675
19 1109 1211
19 1187 1175
19 1140 2375
20 254 1014
20 2780 2340
20 1289 3527
20 3592 3236
20 1289 2780
20 481 3187
20 1775 3395
20 1014 3033
20 2737 3527
20 3592 1107
20 3393 1121
20 3592 1775
20 1775 3033
20 972 3187
20 1107 1121
20 700 852
20 1775 2340
20 1289 1259
20 2174 2416
20 340 2741
20 3511 3236
20 1051 158
20 1131 1259
20 340 852
20 467 1030
20 2782 481
20 1051 1259
20 1014 444
20 3413 3187
20 528 1259
20 1775 2558
20 1014 2013
20 2737 1014
20 1131 3187
20 444 1126
20 2782 700
20 2013 1278
20 1131 2741
20 3395 3187
20 368 852
20 1131 1278
20 254 3527
20 1014 2416
20 467 158
20 1289 1775
20 2333 3527
20 444 3187
20 3592 852
20 1115 3413
20 3499 3236
21 3292 21
21 1144 1121
21 628 427
21 1178 887
21 2826 2715
21 2826 3167
21 1822 1955
21 873 887
21 1144 3230
21 2826 1121
21 3275 2588
21 895 887
21 1213 861
21 628 1190
21 2826 1190
21 3167 1006
21 3166 2800
21 1144 2664
21 1213 3592
21 3275 3024
21 897 1190
21 1121 841
21 1004 838
21 1821 3024
21 427 1614
21 1213 1779
21 1821 1121
21 3275 2715
21 21 861
21 628 1121
21 895 2588
21 1216 1955
21 1216 3167
21 1121 2981
21 838 1145
21 1178 2664
21 3166 2664
21 1144 3021
21 895 841
21 1821 427
21 895 3167
21 1174 1145
21 3275 887
21 887 2741
21 348 21
21 1216 838
21 887 2800
21 3167 2668
21 1955 2981
21 3021 861
22 1830 224
22 3187 34
22 1181 582
22 3399 1830
22 1822 2082
22 1831 2719
22 145 582
22 310 1276
22 1818 3021
22 1830 2883
22 310 872
22 872 2885
22 1276 582
22 2804 2885
22 1818 1815
22 1822 514
22 1187 2112
22 1181 2719
22 870 34
22 2804 1017
22 1822 2719
22 1575 1138
22 1822 2831
22 145 224
22 3399 3267
22 3267 872
22 1815 1187
22 1818 2275
22 870 2006
22 580 870
22 3156 2883
22 310 1138
22 1830 2719
22 1575 2154
22 1818 1181
22 580 1815
22 582 1017
22 856 34
22 310 2082
22 2275 1187
22 1021 856
22 2206 34
22 859 2885
22 145 2082
22 145 2154
22 859 856
22 1822 2154
22 1575 34
22 1276 1017
22 224 842
23 1168 2708
23 2588 3041
23 2137 2588
23 216 2191
23 3384 3041
23 1505 442
23 1168 1874
23 584 3193
23 2072 2191
23 3130 3041
23 1874 3157
23 1194 1505
23 2072 3384
23 1194 3384
23 584 442
23 2224 1920
23 3193 3130
23 3355 1920
23 2600 3193
23 2820 2231
23 2587 2100
23 1168 2188
23 2588 3384
23 1953 2286
23 2072 2543
23 17 787
23 428 3193
23 1818 1575
23 1008 2191
23 2072 1100
23 3133 3157
23 2600 2588
23 574 2191
23 574 3543
23 3384 2191
23 3543 2191
23 3133 3355
23 3193 1920
23 2600 2188
23 3193 1100
23 1953 3157
23 17 1892
23 2600 1505
23 787 2187
23 17 1832
23 2820 3130
23 1008 1874
23 1874 3041
23 2072 3157
23 574 1920
24 2504 1010
24 1317 1010
24 1317 1776
24 2489 1010
24 854 1885
24 1317 2286
24 594 758
24 848 1885
24 842 1010
24 288 1010
24 848 1010
24 758 2286
24 842 1585
24 1085 1141
24 2489 1141
24 1991 2286
24 288 1585
24 855 2006
24 758 2756
24 2489 3241
24 855 3241
24 2744 1585
24 859 1770
24 2744 2286
24 2504 2714
24 1295 1885
24 2528 2286
24 3626 1203
24 1317 854
24 2528 848
24 1585 1901
24 842 1295
24 3626 758
24 842 2712
24 3131 758
24 971 2756
24 2528 3330
24 1187 971
24 2528 2714
24 1585 1898
24 1770 758
24 3440 966
24 3626 3131
24 1010 966
24 2504 1585
24 1991 1901
24 288 1885
24 1991 1010
24 3440 2714
24 1060 758
25 2932 2611
25 2384 250
25 1479 2226
25 514 1654
25 1477 1060
25 1008 340
25 2375 2401
25 1442 1297
25 1158 250
25 746 1297
25 1477 250
25 3342 596
25 1901 3456
25 1173 2214
25 340 1297
25 2932 3511
25 2763 2214
25 6 1297
25 6 3280
25 542 1509
25 514 340
25 3543 250
25 1442 3280
25 2763 1192
25 2214 596
25 3342 159
25 3543 1407
25 159 596
25 368 2056
25 1442 1509
25 1173 1407
25 3272 1192
25 3543 3456
25 2384 2611
25 3272 1407
25 514 2611
25 1901 746
25 2518 1149
25 2959 1149
25 3461 596
25 746 2611
25 1173 1192
25 542 1060
25 2932 3395
25 2375 2056
25 1208 1505
25 3342 1505
25 3461 2611
25 2375 1509
25 159 2611
26 2858 1256
26 518 259
26 1536 328
26 1916 591
26 1916 2470
26 2250 992
26 2313 1658
26 347 137
26 137 737
26 333 259
26 442 737
26 442 259
26 1879 442
26 2313 1256
26 487 1588
26 679 1354
26 2132 2313
26 575 333
26 2250 63
26 1446 328
26 2250 2313
26 1536 442
26 2858 1354
26 1575 90
26 992 90
26 3702 328
26 2132 2470
26 1658 259
26 787 288
26 2239 2293
26 1446 1354
26 1564 787
26 2476 137
26 787 259
26 1916 1709
26 1017 1552
26 328 90
26 1916 347
26 1575 442
26 2476 737
26 2250 1709
26 1564 347
26 47 137
26 2476 1337
26 2313 518
26 1446 210
26 787 1552
26 3702 2293
26 2239 3384
26 1575 1337
27 2506 743
27 1848 2622
27 2519 2866
27 1848 2898
27 2203 2794
27 2558 2866
27 2496 2622
27 3551 2700
27 2749 1051
27 2401 743
27 1051 2241
27 2475 2700
27 2566 2372
27 217 2241
27 2519 2898
27 2566 2601
27 1051 2508
27 2786 2475
27 993 1848
27 2204 3510
27 3551 2475
27 2376 2794
27 2384 2332
27 2496 2794
27 2652 2568
27 217 1051
27 2475 3127
27 2489 2502
27 993 3127
27 2204 3551
27 2309 2555
27 2384 743
27 2496 2601
27 2401 2866
27 2945 2555
27 2376 2622
27 2960 2241
27 1585 2555
27 2508 3510
27 2959 2506
27 2749 2959
27 1486 2496
27 24 2958
27 1585 2566
27 3384 2506
27 217 2568
27 2309 743
27 2309 2502
27 2496 3510
27 1486 2555
28 1277 511
28 2977 3229
28 1163 1053
28 577 2613
28 3513 1276
28 1163 1293
28 347 653
28 511 1914
28 3513 1293
28 1163 1540
28 859 3513
28 859 3176
28 1115 408
28 1196 2222
28 2734 3046
28 2776 1748
28 2222 408
28 1115 1119
28 916 1834
28 1107 653
28 3176 3229
28 852 633
28 1004 3229
28 1196 1276
28 633 1540
28 1014 2222
28 3513 1834
28 1276 2612
28 1163 2611
28 1051 2734
28 1277 3229
28 1203 1914
28 1748 2222
28 1276 3229
28 2737 1908
28 2 1203
28 347 1053
28 2 3403
28 577 3210
28 1914 2613
28 3513 3181
28 3403 2852
28 1115 3403
28 1014 320
28 1163 1450
28 916 3181
28 3513 168
28 1119 1925
28 2776 653
28 1053 2330
29 1107 1132
29 1963 3460
29 1030 1615
29 1108 712
29 1107 481
29 1162 1830
29 1273 1745
29 1107 1745
29 481 823
29 1107 1400
29 1107 344
29 1121 1824
29 310 1132
29 1121 1960
29 1400 3046
29 344 3463
29 1107 444
29 3319 310
29 864 2264
29 628 1117
29 444 2264
29 864 1615
29 340 1279
29 193 1745
29 1117 823
29 1206 3460
29 1400 1407
29 1162 1654
29 514 1048
29 2179 712
29 1931 1132
29 1954 3458
29 2231 1615
29 3461 823
29 2333 712
29 1206 1824
29 1278 1821
29 310 1824
29 340 1048
29 1931 3458
29 3319 2231
29 1121 1273
29 864 1278
29 309 1132
29 628 3458
29 1108 3460
29 3461 3463
29 3033 1745
29 1278 1615
29 1400 1745
30 2335 1981
30 864 3578
30 3529 2355
30 1191 1298
30 864 2279
30 859 2456
30 17 2214
30 514 2214
30 1298 1126
30 484 3168
30 2214 2416
30 2439 1981
30 2335 852
30 2776 2416
30 1827 1953
30 1450 832
30 484 864
30 864 1981
30 1191 1827
30 105 2508
30 1067 2335
30 514 2279
30 859 2666
30 530 2456
30 2640 832
30 1026 832
30 2439 2456
30 3168 481
30 2064 2279
30 484 860
30 2776 2856
30 1187 852
30 1187 1450
30 700 3529
30 2776 864
30 700 2456
30 17 526
30 2640 2214
30 2640 2456
30 17 852
30 484 530
30 700 1183
30 17 1804
30 514 2508
30 1450 2456
30 2064 1450
30 484 852
30 2335 2456
30 2640 852
30 864 2355
31 2708 1292
31 2077 1178
31 2077 2708
31 1780 190
31 362 1779
31 2839 2106
31 695 1178
31 2708 1178
31 1715 2106
31 2281 163
31 1715 3444
31 2281 1779
31 695 1140
31 3220 1617
31 1450 3230
31 574 136
31 2148 34
31 1213 2385
31 695 1789
31 2106 3444
31 2839 3230
31 2708 2148
31 3032 190
31 3234 1617
31 2215 1617
31 1450 1779
31 2077 3272
31 2839 2899
31 2708 1617
31 3234 1178
31 1789 759
31 1450 1994
31 2177 279
31 3234 2225
31 2899 979
31 1789 34
31 2215 7
31 1178 34
31 1780 1617
31 1964 190
31 190 34
31 1780 2385
31 487 2385
31 2708 190
31 2708 34
31 2148 2385
31 362 1530
31 2281 2106
31 3220 2183
31 362 1292
32 1960 2611
32 1944 1020
32 3245 784
32 320 3127
32 2880 1874
32 579 1873
32 1909 3187
32 502 784
32 2880 1715
32 429 1020
32 1619 1715
32 2652 1259
32 1619 1874
32 3047 2743
32 579 1259
32 1960 3208
32 1902 416
32 1902 1259
32 2880 2611
32 320 2623
32 1004 3187
32 579 757
32 842 320
32 579 1909
32 355 3127
32 1825 1020
32 2737 2618
32 842 3156
32 2880 3245
32 2737 1020
32 163 2743
32 757 1020
32 1909 2623
32 1849 2880
32 1752 2618
32 1752 2611
32 502 2611
32 1960 2623
32 2056 1874
32 2652 757
32 627 2743
32 2652 2013
32 163 3127
32 3413 784
32 320 1873
32 842 2056
32 707 784
32 3413 1874
32 627 1715
32 502 3187
33 2899 2774
33 1454 3551
33 481 3044
33 1176 741
33 2161 581
33 3462 628
33 1176 2484
33 1176 1925
33 2489 581
33 2163 367
33 2375 93
33 1272 1925
33 13 367
33 355 700
33 1272 1067
33 371 2559
33 1 13
33 193 3044
33 987 1925
33 1176 1115
33 2163 1827
33 355 1925
33 193 2087
33 3462 93
33 2161 3551
33 2440 700
33 1 1067
33 193 2899
33 514 1067
33 1111 1827
33 1540 3044
33 2484 93
33 1161 628
33 2161 1925
33 1030 367
33 987 355
33 288 628
33 1176 1105
33 2559 93
33 987 2152
33 1176 1454
33 2161 1276
33 2702 1115
33 987 1272
33 2087 2484
33 13 2439
33 1454 367
33 2152 93
33 371 3376
33 3551 3376
34 2502 542
34 344 1281
34 738 1739
34 367 2416
34 107 21
34 344 2709
34 828 480
34 444 480
34 1429 280
34 1697 3616
34 2652 542
34 1287 2416
34 504 1739
34 1429 139
34 498 1459
34 1697 139
34 3702 340
34 580 91
34 461 367
34 107 1459
34 461 1459
34 140 628
34 1739 109
34 139 91
34 2709 467
34 3702 280
34 2808 2416
34 3616 280
34 344 2495
34 514 982
34 1697 109
34 107 2808
34 498 504
34 498 444
34 1281 140
34 3029 2427
34 1429 91
34 2652 2709
34 140 109
34 2559 738
34 1281 480
34 160 480
34 498 91
34 1479 3456
34 1479 982
34 107 2709
34 3706 1459
34 140 91
34 2559 2808
34 139 2427
35 1117 1440
35 3461 1552
35 1107 1552
35 2880 3419
35 516 1403
35 467 2416
35 3543 1913
35 2864 1821
35 2557 3419
35 2519 797
35 1368 1579
35 2864 3435
35 1821 1605
35 311 797
35 3116 3435
35 1107 418
35 1130 1913
35 2201 1605
35 3543 3618
35 3342 1552
35 2864 467
35 2064 797
35 418 1461
35 2557 467
35 2880 797
35 1454 552
35 2880 1440
35 188 1461
35 3116 3509
35 311 3509
35 1151 1913
35 2006 467
35 580 3543
35 1151 3419
35 1107 1403
35 3461 1913
35 317 1461
35 1151 552
35 1098 3543
35 3461 467
35 2519 3618
35 2064 467
35 1368 1440
35 317 1552
35 2519 1461
35 2557 1821
35 1395 1403
35 1450 1403
35 1368 509
35 3509 2611
36 288 2846
36 3487 2807
36 156 580
36 2558 3023
36 1307 3023
36 2652 1582
36 2235 842
36 2235 2098
36 50 3702
36 2235 1307
36 310 1732
36 611 1582
36 2684 2558
36 594 288
36 156 993
36 575 580
36 611 427
36 611 156
36 34 107
36 2786 3023
36 2167 2502
36 2235 2558
36 288 3023
36 2558 1261
36 50 1261
36 1849 2204
36 1501 107
36 575 6
36 2163 310
36 461 993
36 3487 6
36 2204 2846
36 2348 156
36 594 1744
36 1124 1307
36 6 842
36 3023 2582
36 1486 6
36 2899 2558
36 2137 2502
36 2348 6
36 2652 2111
36 2137 427
36 611 2786
36 2163 993
36 594 1582
36 2348 1582
36 1582 580
36 3023 993
36 288 1667
37 2945 3557
37 1139 3061
37 1136 1421
37 1110 3578
37 3551 832
37 2587 3503
37 2156 2456
37 1132 3619
37 1109 3503
37 3511 3252
37 3509 1357
37 2119 3619
37 1421 3061
37 1139 3453
37 1110 2156
37 538 3252
37 1110 3557
37 3513 1798
37 3453 3503
37 1357 3281
37 1151 3619
37 2456 3061
37 3323 3616
37 1107 3557
37 1139 1980
37 3198 3503
37 1421 3406
37 1136 832
37 1853 2156
37 1136 3281
37 2156 3578
37 2684 3252
37 2156 3619
37 1136 3619
37 2203 2156
37 3453 1421
37 3511 1715
37 3544 428
37 1107 3281
37 1980 3619
37 1139 3551
37 3509 3557
37 1167 3511
37 538 1797
37 2203 538
37 2203 3453
37 1167 2456
37 3511 1421
37 467 3503
37 47 2156
38 2461 1654
38 1781 1654
38 383 65
38 383 191
38 2600 2192
38 1703 3560
38 1117 576
38 1279 1048
38 3702 2192
38 1117 506
38 596 2740
38 2600 1632
38 738 167
38 1279 1654
38 3461 1554
38 1116 2216
38 1170 1554
38 596 191
38 2740 3456
38 1407 167
38 1159 3456
38 1117 3051
38 2263 1279
38 1117 653
38 2461 3702
38 1307 1554
38 1407 191
38 1781 653
38 1839 1703
38 1654 65
38 2461 1048
38 167 3419
38 3702 65
